"zona","nomeZona","domicilios","familias","populacao","matriEscolar","empregos","autoParticular","viagProduz","viagAtraid","areaZona","popMasc","popFem","popTotal","popIdd_0.3","popIdd_4.6","popIdd_7.10","popIdd_11.14","popIdd_15.17","popIdd_18.22","popIdd_23.29","popIdd_30.39","popIdd_40.49","popIdd_50.59","popIdd_60.mais","renTotalZona","renMedFam","renPerCap","renMedianFam","rendF1","rendF2","rendF3","rendF4","rendF5","rendTotal","res_assCom","res_assSem","res_funPublico","res_autonomo","res_empregador","res_profLiberal","res_negFamiliar","res_trabFamiliar","res_total","emp_agro","emp_constCivil","emp_indus","emp_comercio","emp_transCarg","emp_transPass","emp_financeiro","emp_servPessoais","emp_alimenta","emp_saude","emp_educa","emp_especializ","emp_admPubli","emp_outros","emp_total","emp_foraRes","emp_dentrRes","emp_semEnd","emp_total.1","vp_metro","vp_trem","vp_bus","vp_fretado","vp_escolar","vp_dirigindoAuto","vp_passAuto","vp_taxiCom","vp_taxiNCom","vp_dirigindoMoto","vp_passMoto","vp_bike","vp_pe","vp_outros","vp_total","vt_coletivo","vt_individual","vt_motorizado","vt_naoMotorizado","vt_total","mo_traIndus","mo_trabCome","mo_trabServ","mo_educacao","mo_compras","mo_saude","mo_lazer","mo_procEmp","mo_assunPesso","mo_refeicao","mo_total","tmv_coletivo","tmv_individual","tmv_pe","tmv_bike","vtra_metro","vtra_trem","vtra_bus","vtra_fretado","vtra_escolar","vtra_dirigAuto","vtra_passAuto","vtra_taxiCon","vtra_taxiNCon","vtra_dirigMoto","vtra_passMoto","vtra_bike","vtra_pe","vtra_outros","vtra_total","vtra_coletivo","vtra_individual","vtra_motorizado","vtra_naoMotorizado","vtra_total.1","vtra_trabIndus","vtra_trabCome","vtra_trabServ","vtra_educacao","vtra_compras","vtra_saude","vtra_lazer","vtra_procEmpr","vtra_assunPesso","vtra_refeicao","vtra_total.2","tmv_somaTotalModal","tmv_mediaTotalModal","tax_rendF1","tax_rendF2","tax_rendF3","tax_rendF4","tax_rendF5","tax_vp_coletivoPub","tax_vp_coletivoPri","tax_vp_taxiCom","tax_vp_taxiNCom","tax_vp_auto","tax_vp_moto","tax_vp_pe","tax_vp_bike","tax_crianças","tax_adolecentes","tax_jovens","tax_adultos","tax_idosos","tax_popArea","tax_genFem","tax_genMas"
53,"Santa Cruz",5140,5140,13293,9056,23052,5271,65778,66981,109,5740,7553,13293,498,436,450,278,407,290,1334,1578,1937,2268,3817,35196373,6848,2648,6483,417,1378,7021,2673,1804,13293,3725,294,346,663,102,1010,205,0,6345,0,0,210,2202,176,0,640,376,775,6683,3953,2340,59,5638,23052,21839,705,508,23052,28012,0,5780,0,1118,11606,5166,217,920,2155,0,460,10343,0,65778,34910,20065,54975,10804,65778,1014,2309,34128,11506,1780,5350,4205,342,3283,1862,65778,71,30,13,36,27547,0,7178,0,1118,12205,4818,182,1359,2155,0,168,10251,0,66981,35842,20720,56562,10419,66981,829,2404,34687,12225,1942,6065,3697,342,3384,1406,66981,150,37.5,3.13698939291356,10.3663582336568,52.8172722485519,20.1083276912661,13.5710524336117,51.3727994162182,51.3727994162182,0.329897534129952,1.39864392350026,25.4978868314634,7.8536896834808,15.7241022834382,0.699321961750129,10.4114947716843,5.15308809147672,12.2169562927857,43.5040999022042,28.7143609418491,12195.4128440367,56.8193786203265,43.1806213796735
54,"Vila Clementino",3902,3902,8715,4283,29725,2868,89898,91571,94,3670,5045,8715,358,102,423,207,278,373,680,1848,649,1472,2325,22957189,5883,2634,4689,143,1653,5056,743,1120,8715,2108,550,308,663,199,901,162,12,4902,0,330,260,2344,0,475,1342,193,1871,13298,1671,2388,1467,4086,29725,29045,493,186,29725,23667,32,17136,0,311,15507,7605,837,2273,1292,0,937,20191,110,89898,41146,27624,68770,21128,89898,1328,3953,36984,9792,2974,21157,3137,0,3919,6654,89898,75,41,9,53,24355,0,17044,0,689,15856,6379,1181,2155,1292,0,1229,21279,110,91571,42089,26974,69063,22508,91571,1218,3244,38329,8623,1676,24186,3268,254,2462,8313,91571,178,44.5,1.64084911072863,18.9672977624785,58.0149168100975,8.52553069420539,12.85140562249,45.4237024182963,45.4237024182963,0.931055195888674,2.52842109946829,25.7091370219582,8.45958753253687,22.4598989966406,1.04229237580369,10.1319563970166,5.56511761331038,12.0826161790017,45.5421686746988,26.6781411359725,9271.27659574468,57.8886976477338,42.1113023522662
55,"França Pinto",6384,6384,15518,10615,15678,6203,50466,51186,112,6172,9346,15518,224,735,752,231,113,1001,1257,2374,2709,1484,4639,36108364,5656,2327,5224,206,5262,5824,3104,1121,15518,3553,322,445,2804,148,2095,470,0,9837,0,520,562,2152,148,101,0,483,704,2744,2026,1511,0,4726,15678,12402,1506,1769,15678,14864,0,5841,36,80,13081,4781,1077,588,2489,659,320,6445,205,50466,20820,22881,43701,6765,50466,1324,4477,18060,16265,472,2572,2639,0,3916,742,50466,70,32,11,20,15447,0,6253,0,80,13249,4256,388,1786,2489,600,320,6114,205,51186,21780,22973,44753,6434,51186,1324,4208,19355,16569,143,2715,2419,0,3457,996,51186,133,33.25,1.32749065601237,33.9090088928986,37.5306096146411,20.0025776517592,7.22386905529063,41.0276225577617,41.0276225577617,2.13411009392462,1.16514088693378,35.3941267387944,10.7795347362581,12.7709745174969,0.634090278603416,11.0259054001804,2.2167805129527,14.5508441809512,42.318597757443,29.8943162778709,13855.3571428571,60.2268333548138,39.7731666451862
56,"Rodrigues Alves",9697,9896,21617,9888,22143,5907,76853,77327,104,9863,11754,21617,1013,0,846,846,235,1219,1848,3098,2389,4628,5496,66725529,6743,3087,6000,235,3989,8636,4911,3847,21617,4729,879,1326,2149,692,2112,261,131,12278,0,95,158,3537,0,220,740,1047,672,2636,2352,4582,0,6103,22143,19451,2561,131,22143,23551,0,6969,148,1700,13325,5232,1068,2343,1372,1083,910,19041,110,76853,32369,24532,56901,19952,76853,1617,3385,29606,19393,2916,7536,4894,563,3817,3126,76853,64,25,14,30,20964,0,9744,184,1636,13675,6832,615,1430,1372,1024,910,18830,110,77327,32529,25058,57587,19740,77327,1625,3723,28724,19716,3406,7517,4559,563,4978,2517,77327,133,33.25,1.08710736920017,18.4530693435722,39.9500393209048,22.7182310218809,17.796178933247,39.7121777939703,39.7121777939703,1.38966598571298,3.04867734506135,24.146097094453,8.21698567394897,24.7758708183155,1.18407869569178,8.59971318869408,5.00069389832077,14.1879076652634,46.7918767636582,25.4244344728686,20785.5769230769,54.3738724152288,45.6261275847712
57,"Paraíso",10462,10462,24334,4745,45145,9245,110615,111326,96,11008,13326,24334,779,476,1071,717,762,432,2523,6353,3083,2101,6035,79982748,7645,3287,6143,162,2341,14236,4129,3466,24334,6151,760,686,1715,599,3266,614,0,13791,0,1300,1031,4182,359,500,3164,1533,1611,7222,2808,8854,1808,10775,45145,42152,1472,1522,45145,27230,0,16301,0,1933,21188,6880,1772,2288,1801,1108,994,28952,168,110615,45464,35205,80669,29946,110615,1200,5600,57413,19657,2588,8383,4251,0,3678,7845,110615,74,27,11,19,25186,0,16777,0,1999,21169,8880,2170,1988,2330,958,918,28782,168,111326,43962,37664,81626,29700,111326,1552,5657,61398,15838,1271,8613,5100,0,4084,7814,111326,131,32.75,0.665735185337388,9.62028437577053,58.5025067806361,16.968028273198,14.2434453850579,39.353613886001,39.353613886001,1.60195271888984,2.06843556479682,25.374497129684,7.22144374632735,26.1736654160828,0.898612303937079,9.55864222898003,6.07791567354319,12.1435029177283,47.411029834799,24.8006903920441,25347.9166666667,54.7628832086792,45.2371167913208
58,"Bosque da Saúde",12094,12094,30779,3320,16428,12205,55639,55562,170,14835,15944,30779,1322,719,960,1195,528,2189,2085,6365,3016,4776,7626,68460932,5661,2224,4500,1181,8947,15570,3289,1792,30779,7188,2661,794,4556,88,969,353,0,16609,0,1417,0,4200,1328,176,535,978,232,119,662,1820,88,4871,16428,13409,1488,1530,16428,19846,0,7175,298,958,9359,2517,122,616,1270,0,145,13333,0,55639,28277,13884,42161,13478,55639,2848,5713,22008,10712,3768,3977,2786,92,2248,1488,55639,63,28,17,30,19552,0,7714,298,590,9263,2572,122,895,1270,0,145,13142,0,55562,28153,14122,42275,13287,55562,2727,5433,22594,11056,3683,4002,2557,92,2467,950,55562,138,34.5,3.83703174242178,29.0685207446636,50.5864388056792,10.6858572403262,5.82215146690926,48.5648555869085,48.5648555869085,0.219270655475476,1.10713708010568,21.3447402002193,4.52380524452273,23.963406962742,0.260608565933967,9.75015432600149,5.59797264368563,13.8860911660548,45.9956463822736,24.7766334188895,18105.2941176471,51.8015530069203,48.1984469930797
59,"Saúde",20718,20718,52745,15870,31651,13546,164461,164995,261,22777,29968,52745,2328,563,2086,2212,1487,2640,4101,7730,6758,9214,13627,129214201,6237,2450,4443,4075,11346,17085,7091,13148,52745,12630,2159,1778,5325,996,4854,535,0,28278,0,2284,1458,5514,780,329,560,681,361,1610,2202,7591,21,8261,31651,27591,2055,2005,31651,48099,0,19733,267,3943,24426,13542,211,1667,2208,0,2638,47134,591,164461,72043,42646,114689,49772,164461,10500,8132,59013,34236,14188,7194,11884,884,12440,5992,164461,54,29,10,15,46352,0,20361,0,3943,25805,13460,349,1372,2208,0,2638,47916,591,164995,70656,43785,114441,50554,164995,8903,10153,60798,34640,17598,5745,10782,711,10878,4787,164995,108,27,7.72585079154422,21.5110437008247,32.3916958953455,13.4439283344393,24.9274812778462,41.2450368172393,41.2450368172393,0.128297894333611,1.01361416992478,23.0863244173391,8.23417101926901,28.6596822346939,1.60402770261643,9.43596549435965,7.01298701298701,12.7803583278036,44.9369608493696,25.8356242297848,20208.8122605364,56.8167598824533,43.1832401175467
60,"Planalto Paulista",8102,8316,22059,4252,15388,8597,69348,68318,322,8825,13234,22059,1000,396,564,1047,870,1079,1492,4130,2197,3198,6087,60733141,7303,2753,5514,767,3542,12151,1043,4555,22059,4526,195,970,3458,1021,1813,104,0,12088,0,311,2052,1251,0,509,2234,0,2110,621,90,2976,90,3144,15388,12767,1286,1335,15388,10546,126,10588,0,939,24046,8461,171,693,3108,0,971,9653,46,69348,22198,36525,58723,10625,69348,3353,2829,27760,12683,5306,4340,6895,220,3913,2050,69348,64,21,13,17,11205,126,9678,0,1456,23571,9239,259,455,2507,0,971,8850,0,68318,22465,36032,58497,9821,68318,3637,2541,26991,12256,4579,4746,7006,202,5301,1060,68318,115,28.75,3.47703885035586,16.056938211161,55.084092660592,4.72822884083594,20.6491681399882,30.6569764088366,30.6569764088366,0.246582453711715,0.999307838726423,46.8751802503317,12.2007844494434,13.919651612159,1.40018457633962,8.88526225123532,8.69033047735618,11.6551067591459,43.1796545627635,27.594179246566,6850.62111801242,59.9936533841063,40.0063466158937
61,"Mirandópolis",12065,12065,28100,13448,18735,10220,76081,76112,173,11083,17017,28100,1377,245,245,1964,1215,582,2586,5824,3453,2366,8245,74799270,6200,2662,5224,1492,5810,13326,3598,3873,28100,5799,1278,1260,4857,633,2291,453,0,16572,0,287,0,2911,0,82,945,903,1353,637,2122,1479,425,7590,18735,16213,1545,976,18735,16542,0,12649,415,1485,16621,7331,736,1106,1146,0,298,17752,0,76081,31090,26940,58031,18050,76081,1340,5731,30123,22933,1747,3806,3153,349,5762,1136,76081,63,30,13,30,17016,0,12928,415,1762,16106,7617,415,849,1146,0,298,17562,0,76112,32121,26131,58252,17860,76112,1246,5470,29758,23416,2029,3645,3953,96,4508,1993,76112,136,34,5.30960854092527,20.6761565836299,47.423487544484,12.8042704626335,13.7829181494662,38.368317976893,38.368317976893,0.96739001853288,1.45371380502359,31.482236037907,9.63578291557682,23.3330266426572,0.391687806416845,6.644128113879,11.3131672597865,11.2740213523132,41.4341637010676,29.3416370106762,16242.774566474,60.55871886121,39.44128113879
62,"Parque Ibirapuera",1993,1993,4565,652,19995,2086,48737,48606,284,2618,1947,4565,208,66,99,226,148,153,367,851,356,827,1264,14401170,7226,3155,6592,47,717,2227,787,787,4565,798,0,189,637,119,791,165,47,2746,0,338,971,3167,0,24,194,207,1597,2488,1193,1158,3130,5529,19995,18510,901,583,19995,6279,341,17001,0,224,13028,3642,425,1025,415,0,419,5938,0,48737,23845,18535,42379,6357,48737,1721,1727,22053,2698,1001,7458,6660,254,3161,2003,48737,88,37,13,20,7304,394,15981,0,224,13269,3240,398,964,460,0,495,5876,0,48606,23903,18331,42234,6371,48606,1983,1727,25276,1870,530,7154,5976,254,2772,1064,48606,158,39.5,1.02957283680175,15.7064622124863,48.7842278203724,17.2398685651698,17.2398685651698,48.4662576687117,48.4662576687117,0.872027412438189,2.10312493588034,34.2039928596344,7.47276196729384,12.1837618236658,0.859716437203767,8.17086527929901,8.19277108433735,11.3910186199343,44.5564074479737,27.6889375684556,1607.39436619718,42.6506024096386,57.3493975903614
63,"Jardim Luzitânia",635,635,2099,1271,12650,922,38144,37065,103,999,1100,2099,74,71,60,70,28,152,127,354,344,273,544,6326234,9963,3014,9462,0,51,673,685,690,2099,566,41,30,106,177,264,60,10,1255,0,149,11,71,0,10,420,0,10,6589,568,335,1158,3328,12650,12340,269,41,12650,10989,0,10633,0,891,8470,3528,422,160,399,219,151,2283,0,38144,22513,13198,35711,2433,38144,79,1905,13731,3019,93,16065,1642,0,943,666,38144,86,43,15,22,11327,0,9675,0,880,8481,3787,433,155,399,219,151,1557,0,37065,21882,13475,35357,1708,37065,79,1386,14734,2152,114,16328,1439,0,807,26,37065,166,41.5,0,2.42972844211529,32.06288708909,32.6345878989995,32.8727965697951,56.6851929530201,56.6851929530201,1.10633389261745,0.419463087248322,31.4544882550336,9.82330117449664,5.9852139261745,0.395868288590604,9.7665555026203,4.66888994759409,13.2920438303954,46.2601238685088,25.9171033825631,2037.8640776699,52.4059075750357,47.5940924249643
64,"Moema",14875,14875,33386,3990,41272,15218,104606,106168,175,15345,18041,33386,1106,990,1002,1288,423,2017,2444,6516,5219,4982,7400,117341373,7888,3515,6483,925,4525,13726,8274,5936,33386,8247,850,697,2718,1500,4072,1567,325,19977,0,664,816,9947,0,116,472,1920,3158,5052,1150,5665,707,11605,41272,37307,1832,2133,41272,9391,1233,22374,120,2661,27044,8868,674,2908,2214,0,2963,24155,0,104606,35778,41710,77488,27118,104606,3841,12052,49688,21635,1794,4792,3970,0,3548,3286,104606,78,29,7,18,10449,657,22976,410,2387,27506,9226,829,3098,2214,0,2963,23453,0,106168,36879,42874,79753,26415,106168,3695,12888,53697,18715,2031,3921,4330,0,3697,3194,106168,132,33,2.7706224165818,13.5535853351704,41.1130413945965,24.7828431078895,17.7799077457617,31.5450356576105,31.5450356576105,0.64432250540122,2.7799552606925,34.3307267269564,8.47752518975967,23.0914096705734,2.83253350668222,9.27933864494099,5.12490265380699,13.3618882166177,50.0718864194573,22.1649793326544,19077.7142857143,54.037620559516,45.962379440484
65,"Vila Helena",11980,11980,26860,9630,17556,15423,68331,68562,105,13022,13838,26860,1185,1027,823,494,778,703,2448,4388,4082,3775,7157,102874682,8587,3830,7624,0,1189,10132,7463,8076,26860,8501,398,192,2212,900,2830,0,0,15033,0,0,290,1242,568,193,202,448,1850,377,2457,1599,0,8329,17556,15146,906,1504,17556,2107,967,12568,0,1762,21393,7332,859,3572,3308,51,796,13615,0,68331,17405,36515,53920,14411,68331,3733,4001,30282,19317,1408,2713,2262,0,2242,2374,68331,76,26,9,10,2410,967,12334,0,1450,21393,8304,887,2804,3308,69,796,13840,0,68562,17162,36765,53926,14636,68562,3316,2926,32527,19335,1507,1569,2491,0,2508,2384,68562,121,30.25,0,4.42665673864482,37.7215189873418,27.7848101265823,30.0670141474311,22.8915133687492,22.8915133687492,1.2571160966472,5.22749557301957,42.0380208104667,10.8047591868991,19.9250706121672,1.16491782646237,11.2993298585257,4.73566641846612,11.7311988086374,45.5882352941176,26.6455696202532,25580.9523809524,51.5189873417721,48.4810126582278
66,"Bandeirantes",4813,4813,10923,3581,22527,5858,59938,60912,133,4450,6473,10923,403,359,383,290,84,725,788,2402,1730,1218,2540,41017462,8522,3755,6143,51,1181,5253,1161,3277,10923,3148,407,245,964,632,818,435,0,6649,0,1419,657,7962,0,69,721,1152,723,1598,599,817,0,6810,22527,20642,825,1060,22527,6930,596,13841,0,2814,18104,6013,621,2267,2631,424,278,5419,0,59938,24181,30060,54241,5697,59938,2168,7335,24546,9550,4122,1626,4171,111,5203,1107,59938,74,29,11,33,4690,834,15357,0,974,18104,7956,141,3018,2631,424,363,6420,0,60912,21856,32274,54130,6782,60912,2485,8681,24489,10716,2642,1604,4533,111,4323,1327,60912,147,36.75,0.466904696511947,10.8120479721688,48.0911837407306,10.6289480911837,30.0009154994049,35.6485034535687,35.6485034535687,1.03607060629317,3.78224164970469,40.236577797057,10.7394307451033,9.04100904267743,0.463812606359905,10.4824681863957,3.42396777442095,13.8515059965211,48.9792181635082,23.2536848851048,8212.78195488722,59.2602764808203,40.7397235191797
67,"Vila Nova Conceição",4445,4445,10574,1151,8765,4642,32705,32633,112,5295,5279,10574,386,248,151,605,286,437,824,2073,1534,1406,2625,40838065,9187,3862,8047,0,1033,3137,3455,2950,10574,2543,338,190,1455,403,859,261,0,6050,0,83,71,1280,0,109,87,441,0,1546,340,801,10,3996,8765,7546,742,477,8765,3506,478,8988,0,504,7250,2223,374,1011,614,0,159,7511,86,32705,13476,11559,25034,7671,32705,648,2769,14027,5354,1204,2947,1462,0,3005,1289,32705,72,27,11,25,3486,478,7922,0,504,7265,2222,722,1152,614,0,159,8024,86,32633,12389,12061,24450,8183,32633,650,3128,13542,5426,1178,2942,1489,0,3057,1222,32633,135,33.75,0,9.76924531870626,29.6671080007566,32.6744845848307,27.8986192547759,39.6636599908271,39.6636599908271,1.14355603118789,3.09127044794374,28.9649900626815,6.7971258217398,22.9659073536157,0.486164195077205,7.42386986949121,8.42632873084925,11.925477586533,47.4087384149801,24.8250425572158,9441.07142857143,49.9243427274447,50.0756572725553
68,"Chácara Itaim",12783,12783,27460,6213,73566,11339,171851,171156,204,14335,13125,27460,1288,739,993,794,655,1071,2041,5853,3194,4909,5924,81689560,6390,2975,6483,0,1451,19841,5038,1130,27460,10158,0,1109,472,1416,3376,1069,79,17679,160,2050,3467,7756,125,1211,9552,1073,5897,4521,2170,16109,366,19109,73566,71638,1202,726,73566,15715,6977,32827,457,2905,35191,5955,1746,4951,7020,0,3473,54549,86,171851,58881,54949,113830,58021,171851,5711,10830,100511,21104,4577,4744,4338,0,2988,17047,171851,84,34,8,23,15378,7035,32805,457,2620,34869,6743,1363,5068,7020,0,3473,54240,86,171156,58295,55148,113443,57712,171156,7050,11514,105628,16247,2996,6111,3382,0,2360,15868,171156,149,37.25,0,5.28404952658412,72.2541879096868,18.3466860888565,4.11507647487254,32.3064747950259,32.3064747950259,1.01599641549947,2.8809841083264,23.9428341993937,3.4652111422104,31.7420323419707,2.0209367417123,10.9978150036417,5.27676620538966,11.332847778587,50.8230152949745,21.5731973780044,13460.7843137255,47.7967953386744,52.2032046613256
69,"Vila Olímpia",4948,4948,10021,2981,23463,4451,60726,60725,90,4742,5279,10021,418,104,337,532,179,302,893,2135,1138,1371,2611,44688444,9032,4459,8000,0,1093,3694,2177,3056,10021,2404,31,423,1451,529,1073,134,0,6044,0,773,1477,3271,114,31,2004,493,988,4336,678,4175,0,5123,23463,22072,394,997,23463,6571,1036,12107,0,114,15700,4638,885,1858,634,0,1696,15488,0,60726,19828,23715,43542,17183,60726,2609,4098,33435,10266,2265,1329,1147,233,2217,3128,60726,80,33,7,18,7111,1664,11692,0,114,15578,4152,800,1425,634,0,1530,16025,0,60725,20581,22589,43170,17555,60725,3292,4580,33127,8721,1084,1329,2103,233,2300,3955,60725,138,34.5,0,10.9070951002894,36.8625885640156,21.7243788045105,30.4959584871769,32.463854032869,32.463854032869,1.45736587293746,3.05964496261898,33.4914204788723,7.63758521885189,25.5047261469552,2.79287290452195,8.57199880251472,7.09510028939228,11.924957589063,46.3426803712204,26.055283903802,11134.4444444444,52.6793733160363,47.3206266839637
70,"Hélio Pelegrino",5369,5369,11703,10184,20324,6418,54596,55146,103,5160,6543,11703,362,334,508,420,327,604,674,2321,902,2840,2410,36824375,6859,3147,5820,62,1842,6759,2227,814,11703,3299,142,208,535,369,977,173,0,5703,0,469,1295,1608,44,384,111,985,1173,2309,2088,2836,0,7023,20324,19469,498,357,20324,2309,4764,15240,0,487,14511,2747,431,1127,681,0,375,11837,86,54596,22801,19583,42384,12212,54596,2611,2680,23549,16386,1124,1415,1575,1646,797,2812,54596,74,36,9,19,2847,5551,14325,0,487,14511,2766,321,1117,641,0,375,12120,86,55146,23209,19442,42651,12495,55146,2851,2891,26461,15396,342,1415,1320,1646,1042,1782,55146,138,34.5,0.529778689224985,15.7395539605229,57.7544219430915,19.0293087242587,6.95548150046996,40.8692944538061,40.8692944538061,0.789435123452268,2.06425379148656,31.6103743864019,5.0315041394974,21.6810755366694,0.686863506483992,10.2879603520465,6.38297872340426,10.9202768520892,51.8072289156626,20.5930103392293,11362.1359223301,55.9087413483722,44.0912586516278
71,"Brooklin",11745,11745,28443,3257,20615,12439,66696,66382,234,13017,15426,28443,1220,664,1461,604,665,1299,1937,4024,5043,4760,6765,85629625,7291,3011,6843,0,2981,11997,8375,5091,28443,5454,842,170,2709,286,4946,1043,135,15585,0,1400,861,3620,247,418,189,1194,510,1505,909,3501,0,6260,20615,17413,2328,874,20615,2677,4289,12334,0,1025,18322,6596,837,2644,2600,0,1812,13359,199,66696,20325,31199,51524,15172,66696,1941,5880,31053,14759,5437,2660,2635,0,576,1753,66696,65,27,11,31,2455,4407,12298,0,1189,17990,6475,837,2491,2600,0,1812,13628,199,66382,20349,30593,50942,15441,66382,2890,6405,31404,15006,5567,1389,1867,0,509,1345,66382,134,33.5,0,10.480610343494,42.1790950321696,29.4448546215237,17.8989558063495,28.937267602255,28.937267602255,1.2549478229579,3.96425572747991,37.3605613530047,9.88964855463596,20.0296869377474,2.71680460597337,11.760362830925,4.46155468832402,11.3771402454031,48.6130155046936,23.7844109271174,12155.1282051282,54.2347853601941,45.7652146398059
72,"Vila Cordeiro",3919,3919,10092,9615,24450,3856,60937,61040,177,4408,5684,10092,526,0,525,350,217,630,537,1947,1247,1636,2477,28963370,7391,2870,7223,899,672,3259,3315,1947,10092,2535,81,127,1129,0,517,992,156,5536,0,795,5354,1205,227,150,2887,78,667,1303,1580,2476,369,7358,24450,23349,813,288,24450,6797,4369,11151,749,1033,16530,3192,579,565,1394,330,1167,12355,726,60937,24099,23316,47415,13522,60937,5634,1806,25953,14723,2196,880,1828,436,4383,3098,60937,78,32,12,22,5879,4431,11491,840,1033,16390,3528,375,856,1695,330,1167,12298,726,61040,23675,23900,47574,13466,61040,6417,1576,28369,14086,1671,673,1950,436,3276,2587,61040,144,36,8.9080459770115,6.65873959571938,32.2929052715022,32.8478002378121,19.2925089179548,36.6230697277516,36.6230697277516,0.950161642351937,0.927187094868471,32.3645732477805,5.77973973119779,20.2750381541592,1.91509263665753,10.4141894569956,5.61831153388823,11.563614744352,47.8596908442331,24.5441934205311,5701.69491525424,56.3218390804598,43.6781609195402
73,"Berrini",3768,3768,8758,920,97733,2820,181295,181206,197,4228,4530,8758,298,159,300,459,0,417,785,2366,609,1286,2081,31047343,8240,3545,5968,504,1554,3098,1710,1892,8758,2851,204,203,878,0,538,413,0,5087,522,5970,8417,11603,921,1507,8593,531,5670,1872,1299,24860,531,25438,97733,96588,473,672,97733,22764,23890,22660,1528,370,35247,7083,1033,2994,3715,62,2722,57225,0,181295,71212,50135,121348,59947,181295,16123,17921,102135,8858,2685,1238,4207,220,3046,24863,181295,80,42,7,18,21651,24244,23432,1528,491,35015,5862,1242,3153,4153,62,3414,56957,0,181206,71346,49488,120835,60371,181206,16470,17542,110470,2470,1366,1106,2671,220,3072,25819,181206,147,36.75,5.75473852477735,17.7437771180635,35.3733729161909,19.525005709066,21.6031057319023,38.2327146363661,38.2327146363661,0.569789569486197,1.65145205328332,23.3486858435147,3.94109048787887,31.5645770705204,1.50142033701977,8.64352591915963,5.24092258506508,13.7245946563142,48.6526604247545,23.7611326786938,4445.68527918782,51.7241379310345,48.2758620689655
74,"Campinas",6131,6131,12765,3250,36233,5494,76617,76247,49,5230,7535,12765,400,559,239,359,72,633,1035,2157,1693,1693,3923,56490863,9214,4425,7624,112,1266,4672,4047,2668,12765,3438,198,467,916,394,1354,398,0,7166,87,1347,1220,3441,134,2247,2998,1473,413,2065,1797,8728,1583,8702,36233,34182,1475,577,36233,26197,308,10186,87,227,12525,2478,645,1864,923,0,711,20410,56,76617,37004,18492,55496,21121,76617,3982,4593,40391,9268,2395,2926,3967,393,3264,5439,76617,77,32,10,18,26386,308,11454,87,227,12100,2820,461,2514,923,0,853,18059,56,76247,38462,18874,57336,18912,76247,3631,5071,40343,7894,2052,3728,3100,397,3626,6406,76247,137,34.25,0.877399138268704,9.91774383078731,36.6000783392088,31.7038777908343,20.9009009009009,47.888849733088,47.888849733088,0.841849720036023,2.43288043123589,19.5818160460472,3.23426915697561,26.6389965673415,0.927992482086221,9.38503721112417,3.37641989815903,13.0669800235018,43.4234234234234,30.7324716020368,26051.0204081633,59.0285938112025,40.9714061887975
75,"Pamplona",6836,6836,14277,1979,12564,7612,42750,42545,51,6577,7700,14277,336,665,329,412,202,471,1274,2577,1815,2112,4085,65987936,9653,4622,7624,0,924,5363,2591,5399,14277,2528,547,260,1164,768,1480,520,0,7267,0,15,80,2785,0,313,181,278,411,438,240,1757,0,6066,12564,10670,1313,582,12564,7835,295,6723,112,598,10820,2071,1120,1053,265,35,246,11578,0,42750,15563,15364,30927,11824,42750,925,4989,18435,7077,3478,1737,3059,0,1716,1335,42750,93,31,10,13,7629,295,6553,112,598,10273,1468,485,1456,265,35,246,13129,0,42545,15188,13982,29170,13375,42545,1391,5000,18861,6242,3974,2080,2159,0,1729,1109,42545,147,36.75,0,6.47194788821181,37.5639139875324,18.148070322897,37.8160678013588,34.7438596491228,34.7438596491228,2.61988304093567,2.46315789473684,30.1543859649123,4.92631578947368,27.0830409356725,0.575438596491228,9.31568256636548,4.30062338026196,12.2224556979758,45.5557890313091,28.612453596694,27994.1176470588,53.9328990684317,46.0671009315683
76,"Jardins",4291,4291,10908,1218,23679,5685,50711,50644,238,5276,5632,10908,257,257,469,349,165,569,754,1302,1728,2277,2783,47487904,11067,4353,8047,0,1532,3101,2889,3385,10908,2184,449,374,427,407,1894,280,0,6016,0,846,704,3920,0,692,432,918,754,2025,974,2081,196,10138,23679,22058,1291,330,23679,4199,121,11865,0,601,16482,4145,611,750,1332,66,214,10326,0,50711,16785,23386,40172,10540,50711,2649,4013,27464,5428,1067,2601,2657,0,2021,2811,50711,78,40,10,26,4513,121,12075,0,535,16468,4263,902,477,1332,66,214,9680,0,50644,17243,23507,40751,9894,50644,2049,3787,27434,5057,930,3168,3461,0,1411,3347,50644,154,38.5,0,14.044737807114,28.4286762009534,26.4851485148515,31.032269893656,31.9161523140936,31.9161523140936,1.20486679418667,1.47896905996727,40.675593066593,8.30391828202954,20.3624460176293,0.421999171777326,9.01173450678401,4.71213788045471,12.1287128712871,48.6523652365237,25.5133846718005,4583.19327731092,51.6318298496516,48.3681701503484
