zona,nomeZona,domicilios,familias,populacao,matriEscolar,empregos,autoParticular,viagProduz,viagAtraid,areaZona,popMasc,popFem,popTotal,renTotalZona,renMedFam,renPerCap,renMedianFam,rendF1,rendF2,rendF3,rendF4,rendF5,rendTotal,res_assCom,res_assSem,res_funPublico,res_autonomo,res_empregador,res_profLiberal,res_negFamiliar,res_trabFamiliar,res_total,emp_agro,emp_constCivil,emp_indus,emp_comercio,emp_transCarg,emp_transPass,emp_financeiro,emp_servPessoais,emp_alimenta,emp_saude,emp_educa,emp_especializ,emp_admPubli,emp_outros,emp_total,emp_foraRes,emp_dentrRes,emp_semEnd,emp_total,vp_metro,vp_trem,vp_bus,vp_fretado,vp_escolar,vp_dirigindoAuto,vp_passAuto,vp_taxiCom,vp_taxiNCom,vp_dirigindoMoto,vp_passMoto,vp_bike,vp_pe,vp_outros,vp_total,vt_coletivo,vt_individual,vt_motorizado,vt_naoMotorizado,vt_total,mo_traIndus,mo_trabCome,mo_trabServ,mo_educacao,mo_compras,mo_saude,mo_lazer,mo_procEmp,mo_assunPesso,mo_refeicao,mo_total,tmv_coletivo,tmv_individual,tmv_pe,tmv_bike,vtra_metro,vtra_trem,vtra_bus,vtra_fretado,vtra_escolar,vtra_dirigAuto,vtra_passAuto,vtra_taxiCon,vtra_taxiNCon,vtra_dirigMoto,vtra_passMoto,vtra_bike,vtra_pe,vtra_outros,vtra_total,vtra_coletivo,vtra_individual,vtra_motorizado,vtra_naoMotorizado,vtra_total,vtra_trabIndus,vtra_trabCome,vtra_trabServ,vtra_educacao,vtra_compras,vtra_saude,vtra_lazer,vtra_procEmpr,vtra_assunPesso,vtra_refeicao,vtra_total
303,Vila Miranda,3681,3681,10325,50942,28697,2825,131372,131886,271,5258,5067,10325,17215679,4677,1667,4000,357,4192,4548,896,331,10325,3522,351,449,1226,506,1109,871,0,8035,0,610,691,8026,0,128,886,266,837,3035,833,3147,1780,9462,29702,27701,634,362,28697,13882,7890,59190,57,2463,18393,4762,258,483,5816,1753,265,15516,644,131372,83482,32109,115591,15781,131372,4427,8416,36041,54267,6193,3576,3936,768,11340,2409,131372,62,34,12,31,16616,7720,59101,821,2463,18583,5124,189,402,5896,550,265,13511,644,131886,86721,31389,118110,13776,131886,5879,6187,33378,57436,7269,3479,2099,768,11450,3941,131886
304,Jardim São Luís,26276,26276,78638,23331,34830,14886,162940,164567,408,37412,41226,78638,77522070,2950,986,2884,12989,53502,8687,3460,0,78638,2203,521,282,1448,93,191,481,47,5266,0,482,1933,5389,384,992,1225,327,3654,1161,698,2641,886,8926,28697,28181,2133,4516,34830,9080,1582,43184,0,7709,23409,5806,0,1071,4624,1430,848,64197,0,162940,61555,36341,97895,65045,162940,5222,9510,59213,66288,3294,3433,7208,270,7840,662,162940,55,28,12,50,11901,459,42330,0,8039,23426,5540,0,1202,4664,1028,848,64607,523,164567,62729,36383,99112,65455,164567,4103,9919,57794,69726,3163,3710,7644,270,7576,662,164567
305,Centro Empresarial,42922,44026,127291,30107,26283,20784,207592,206277,675,55362,71929,127291,124999876,2839,982,2589,19045,82568,25354,325,0,127291,23053,1625,1008,10121,0,897,838,1148,38691,0,1610,2161,4822,164,1017,1047,1298,3477,3195,1496,4571,297,9676,34830,15498,3993,6791,26283,5027,3176,67775,0,6756,20411,7147,0,3224,4045,990,0,89040,0,207592,82734,35818,118552,89040,207592,8879,23874,55224,83571,7887,9639,2729,1854,12388,1547,207592,65,32,11,0,5327,2473,69375,0,7493,20712,4769,0,2091,4045,990,0,89002,0,206277,84668,32608,117276,89002,206277,8061,23261,52624,86131,9238,8974,2729,2059,11697,1503,206277
306,Guarapiranga,27655,28410,82209,12492,19288,8033,100713,100781,1513,37352,44857,82209,74519265,2623,906,2500,18820,48909,14480,0,0,82209,37334,4323,689,13678,0,332,3172,658,60185,0,2737,750,8171,0,1056,242,2041,1816,522,1170,2920,31,4828,26283,10355,6336,2597,19288,3818,704,29314,0,8016,6058,1430,0,1229,2883,481,0,46699,81,100713,41852,12162,54014,46699,100713,6964,9244,31574,41498,3760,2769,2196,0,2709,0,100713,56,44,9,0,3531,704,30149,0,8016,6058,1511,0,1229,2883,0,0,46699,0,100781,42400,11681,54081,46699,100781,6964,9943,30519,39658,3760,2688,4540,0,2709,0,100781
307,Jardim Capela,32819,32819,104416,19846,24146,20550,146468,145935,2022,49041,55375,104416,95524370,2911,915,2453,22366,56023,23952,2075,0,104416,21418,2015,2508,11072,0,372,488,428,38300,0,3334,2179,2931,0,0,0,0,4440,1948,1821,744,0,1891,19288,13194,1848,9104,24146,7202,1075,49532,0,15748,13476,4771,0,277,4268,0,0,50118,0,146468,73558,22793,96350,50118,146468,7828,12289,41759,59092,6267,8485,2069,1541,6684,454,146468,76,30,9,0,6878,708,48967,0,15748,13476,5209,0,277,4268,0,0,50118,287,145935,72300,23517,95817,50118,145935,7828,13182,41387,56253,5943,8485,2069,1541,8793,454,145935
308,Riviera,13756,13756,41879,16545,8285,1694,60820,61416,799,22101,19778,41879,27755794,2018,663,1900,19759,19429,2691,0,0,41879,26837,3028,263,13927,0,627,4090,0,48772,0,4269,589,4150,0,725,0,687,1055,890,3173,263,0,8343,24146,5769,178,2338,8285,921,498,14926,0,7067,4092,947,0,0,217,0,0,32151,0,60820,23412,5257,28669,32151,60820,2373,3238,18128,32757,330,465,2827,0,703,0,60820,57,27,10,0,921,249,17629,0,6568,4092,819,0,425,217,0,0,30496,0,61416,25367,5554,30921,30496,61416,2373,3238,18110,35947,330,465,425,0,529,0,61416
309,Jardim Turquesa,21403,21551,65732,11781,12417,10542,78440,78526,283,31730,34002,65732,57210531,2655,870,2453,22295,27383,14477,1578,0,65732,5862,833,813,2675,0,0,2122,0,12304,0,1485,337,1466,19,0,0,635,793,0,1983,0,0,1567,8285,4796,2348,5273,12417,3420,586,28060,0,9610,6494,3372,0,855,1396,0,829,23730,87,78440,41677,12205,53881,24559,78440,2402,5197,21031,32536,3630,5801,3294,162,4386,0,78440,68,30,15,15,3883,387,29586,0,8271,6494,3029,0,855,1396,0,829,23708,87,78526,42128,11862,53989,24536,78526,2374,4586,20245,32159,4057,5801,4832,162,4308,0,78526
310,Morro do Índio,9523,9523,28295,4385,8290,2459,28733,29144,115,12084,16211,28295,20810861,2185,735,2000,10694,13274,4327,0,0,28295,16607,951,377,10557,143,0,1059,202,29896,0,2218,270,2138,512,0,0,1756,1586,0,454,754,0,2729,12417,5033,1525,1732,8290,599,0,9478,0,2329,3058,2085,0,190,786,0,0,10209,0,28733,12405,6119,18524,10209,28733,564,3033,6881,10644,978,3534,2221,282,597,0,28733,52,24,14,0,518,0,9502,0,2329,3077,2212,0,190,786,0,0,10081,449,29144,12348,6715,19063,10081,29144,564,3033,8033,10151,850,3494,2140,282,597,0,29144
311,Jardim Ângela,29658,29658,88536,24466,16565,11419,150206,152762,464,39101,49435,88536,70636227,2382,798,2086,29014,52035,7270,217,0,88536,3631,806,0,4729,0,0,911,644,10720,0,341,240,1879,113,599,0,738,457,318,1521,906,0,1178,8290,10129,1167,5269,16565,4156,4273,45285,764,10707,14300,7815,0,615,7255,494,0,54374,167,150206,65185,30647,95832,54374,150206,4551,14243,35947,67484,5255,5756,7685,0,9285,0,150206,59,25,12,0,4094,6675,42508,0,11380,14300,8896,0,293,7255,1258,0,55855,248,152762,64657,32250,96907,55855,152762,4551,12592,34483,66997,5680,5837,12816,0,9762,44,152762
312,Capão Redondo,13118,13118,38307,19056,14728,9331,93983,93332,219,17452,20855,38307,50532505,3852,1319,2950,7363,14228,11985,3417,1314,38307,26587,2780,799,9951,0,0,270,0,40387,0,1990,255,2066,74,0,0,0,367,2165,1733,653,0,7261,16565,10714,2713,1301,14728,8100,0,19154,155,7115,14301,12708,0,1191,3898,837,0,26524,0,93983,34525,32934,67459,26524,93983,3461,4495,20660,42890,4521,575,8369,270,8527,216,93983,46,21,12,0,7092,581,20619,155,7115,14322,11392,0,1191,3898,494,0,26473,0,93332,35562,31297,66859,26473,93332,2705,4495,19279,44565,4334,575,8434,270,8460,216,93332
313,Jardim Sônia Ingá,8080,8080,24266,8776,5067,4560,45307,45544,105,10417,13849,24266,29161128,3609,1202,2733,5697,13297,3245,1372,656,24266,9357,273,895,3228,455,1156,1459,0,16824,0,1100,225,3425,640,126,0,1545,974,769,1240,1275,800,2611,14728,3118,574,1374,5067,1291,516,11213,99,3581,6156,2883,0,0,1442,0,0,17667,459,45307,16700,10940,27640,17667,45307,2089,2486,12530,22590,2695,1062,573,250,1032,0,45307,64,25,12,0,1291,516,11313,99,3581,6156,2883,0,0,1442,0,0,17575,689,45544,16800,11169,27970,17575,45544,2089,2855,12055,23629,2268,832,108,250,1459,0,45544
314,Adventista,34690,34690,105255,34577,27777,12617,186306,186290,545,50874,54381,105255,104702375,3018,995,2453,12484,79609,10689,0,2472,105255,7409,791,902,2725,203,0,0,0,12030,0,589,203,1136,0,169,0,203,584,0,1093,0,0,1090,5067,15734,6080,5963,27777,13517,0,56025,0,19928,16989,5365,0,259,3741,0,0,69051,1432,186306,89470,27786,117255,69051,186306,9934,8142,56796,81275,3634,13236,3654,0,9635,0,186306,51,24,13,0,13547,0,54196,0,20270,16750,6936,0,1157,3741,0,0,69462,230,186290,88014,28814,116828,69462,186290,8548,6866,56138,85836,4969,12639,2392,0,8493,409,186290
315,Parque Fernanda,39699,39864,122442,21275,31102,14758,175072,174827,512,59965,62477,122442,106404053,2669,869,2453,33962,64170,21640,2670,0,122442,31648,639,861,12713,17,401,1394,0,47674,0,691,940,5880,1684,592,0,639,2051,1444,5752,561,0,7542,27777,15418,5139,10545,31102,13828,0,46349,181,11000,14445,4703,0,30,6667,0,773,77096,0,175072,71358,25844,97202,77869,175072,7625,18870,45603,78311,4229,6473,3991,371,8869,731,175072,59,26,12,27,12799,0,44995,528,10899,14123,4446,0,620,6667,330,1532,77888,0,174827,69221,26185,95406,79420,174827,8314,18725,45211,77587,4005,6086,4169,605,9804,321,174827
316,Morumbi,5711,5711,15560,5527,13918,7732,47001,47729,271,7103,8457,15560,47603305,8335,3059,6843,0,1038,8830,3260,2431,15560,32135,2014,894,16208,793,160,2333,1178,55716,0,4683,2126,6211,611,4750,0,2245,926,12,1443,744,494,6858,31102,12939,634,345,13918,4749,1219,6482,72,2943,15013,7190,315,1251,2172,0,1111,4483,0,47001,15466,25942,41407,5594,47001,2238,2823,16825,17447,1198,3044,1107,0,1566,753,47001,72,28,16,29,4728,1568,7221,72,3037,15013,6959,388,1251,2172,0,1111,4208,0,47729,16627,25783,42409,5319,47729,2718,2847,18589,16446,1267,2938,1054,0,1590,279,47729
317,Jóquei Clube,1306,1328,4306,1077,7718,2234,18368,17372,333,2067,2239,4306,17814976,13415,4137,10900,7,141,885,796,2477,4306,4465,264,217,639,792,1471,328,64,8240,0,147,712,911,255,64,0,101,499,2361,541,1585,356,6386,13918,6869,679,170,7718,1480,2747,3136,0,123,6736,1596,35,456,1256,0,40,762,0,18368,7487,10079,17566,803,18368,766,1005,9803,3210,565,278,707,51,1500,483,18368,106,35,7,30,1445,1569,3303,0,123,6769,1570,35,498,1256,0,40,762,0,17372,6440,10129,16569,803,17372,846,1005,10048,2722,557,291,683,51,1156,12,17372
318,Fazenda Morumbi,7597,7597,22908,2224,13046,5237,47831,48146,321,9471,13437,22908,38493236,5067,1680,4949,91,9296,10480,1437,1603,22908,1322,111,81,332,261,283,88,7,2485,7,0,787,455,0,120,339,12,0,1900,221,319,0,3558,7718,11425,810,812,13046,2635,2485,12817,0,1418,11157,2698,60,229,2704,125,0,10978,527,47831,19354,17499,36854,10978,47831,780,5831,25657,9549,2190,1393,1448,0,617,367,47831,68,29,9,0,2635,2827,12434,0,1418,11478,2361,24,361,2704,125,0,11252,527,48146,19314,17580,36894,11252,48146,784,6066,25636,9351,2279,1393,1783,0,487,367,48146
319,Real Parque,3036,3036,9015,5351,20404,3690,39853,40061,223,4915,4100,9015,28990363,9549,3216,6143,625,2000,2391,624,3375,9015,7682,876,376,1481,182,765,630,91,12084,0,295,0,4134,35,231,91,516,924,344,276,621,0,5578,13046,19176,682,545,20404,1829,1379,10930,1644,2303,12116,3158,182,133,990,0,158,5031,0,39853,18085,16580,34665,5188,39853,1340,1488,19659,9847,821,2008,2004,507,1565,614,39853,83,38,13,18,1669,0,11115,2877,2327,12133,2968,182,292,990,0,158,5349,0,40061,17988,16566,34554,5507,40061,1357,1527,21377,9849,693,1914,1965,507,370,503,40061
320,Paraisópolis,24784,24784,73861,12444,12102,7876,100266,99948,362,33624,40237,73861,84015796,3390,1137,1976,31594,31893,5446,1222,3706,73861,2812,164,88,940,553,456,150,0,5163,0,792,0,720,0,150,15,1100,377,6792,1065,1260,2421,5711,20404,5783,3163,3157,12102,2228,0,27506,0,3753,9965,2953,220,630,1295,276,181,50985,274,100266,33487,15613,49100,51166,100266,3662,8029,28260,43235,2378,4561,5173,1303,3665,0,100266,63,32,18,20,2831,0,29315,0,3714,9717,3403,238,630,1295,276,181,48073,274,99948,35860,15833,51693,48255,99948,3841,8065,27990,43030,2378,4538,4988,1303,3815,0,99948
321,Jardim Vitória Régia,15862,15862,42795,8125,23345,24226,100031,99828,370,20442,22353,42795,177604346,11197,4150,10541,2462,2977,7776,7932,21649,42795,21243,5329,353,5657,652,1590,353,110,35287,0,1540,377,1504,474,242,0,461,1037,730,741,1149,0,3846,12102,18891,1606,2848,23345,4785,137,19549,0,4446,32132,7848,604,2189,2165,210,643,25324,0,100031,28916,45148,74064,25967,100031,3692,7101,34299,34620,5095,2593,6875,222,3260,2277,100031,57,26,13,30,5792,134,17261,0,4236,32806,9650,698,1308,2165,210,643,24924,0,99828,27422,46838,74260,25568,99828,3283,6483,39069,31300,5374,2440,5700,222,3514,2444,99828
322,Vila Suzana,14938,14938,39440,8490,20775,17032,83449,82279,301,16949,22491,39440,92458026,6189,2344,5514,1698,9596,15217,9417,3512,39440,11826,587,511,4480,1610,2408,1933,0,23355,0,666,452,4185,0,402,1057,850,1985,1062,409,3982,357,7938,23345,17251,2206,1318,20775,4437,95,16865,0,7835,27085,6877,424,1303,1777,0,845,15632,274,83449,29232,37740,66973,16477,83449,5364,14554,23486,26498,2649,2060,5400,282,1936,1221,83449,53,22,17,44,3405,472,14955,0,8011,26089,6828,424,1857,1777,0,269,18194,0,82279,26842,36974,63816,18463,82279,4522,14550,22239,25939,3118,2033,6558,282,1799,1241,82279
323,Parque Arariba,21065,21612,62710,12215,10988,14417,96394,96128,347,33090,29620,62710,85735953,3967,1367,3124,5658,29589,24032,2892,539,62710,9692,1392,826,1861,1823,1569,2441,68,19671,0,2329,585,7137,0,0,939,12,886,276,863,2033,0,5714,20775,3456,2514,5019,10988,11813,825,17323,0,12973,12771,8574,0,0,1573,0,0,30004,539,96394,42932,23457,66390,30004,96394,4529,3577,26569,39551,4661,2659,4505,95,10248,0,96394,54,22,11,0,10729,825,17916,0,12896,12799,9158,0,0,1573,0,0,29694,539,96128,42365,24069,66434,29694,96128,4529,3347,25771,40578,4694,2073,3966,95,11075,0,96128
324,Jardim Mitsutani,23063,23063,71351,17783,22540,8929,97554,97998,349,27021,44330,71351,59549142,2582,835,2086,22443,35757,13151,0,0,71351,15651,591,475,9636,0,1137,1902,932,30325,0,1220,546,9,0,182,1540,1054,1301,0,242,843,0,4051,10988,13559,6507,2474,22540,1700,0,36131,462,12502,9639,3308,0,1147,3679,0,0,28986,0,97554,50795,17773,68568,28986,97554,4309,7424,33362,36977,3581,4929,1829,0,5066,77,97554,50,30,17,0,1980,0,36805,462,12502,10029,3308,0,527,3679,0,0,28706,0,97998,51749,17543,69292,28706,97998,4622,7404,33771,36706,3636,4929,1788,0,5066,77,97998
325,Pirajussara,13085,13514,40057,17381,11289,7520,87923,88567,270,18328,21729,40057,49097341,3633,1226,3213,5007,20270,13406,1373,0,40057,13314,724,0,17149,0,0,1131,557,32875,0,2890,62,4286,0,1219,0,3419,2288,1168,2770,682,361,3396,22540,7998,1016,2275,11289,2210,0,19573,364,3796,14039,14297,0,0,1333,694,488,31130,0,87923,25943,30362,56305,31618,87923,1384,10293,20437,44132,1497,2622,1895,0,5663,0,87923,52,18,9,40,2556,0,17702,0,4107,14780,15445,364,0,1333,694,488,31100,0,88567,24364,32615,56979,31588,88567,1384,9167,19798,43447,2164,2001,3437,0,7170,0,88567
326,Jardim Umarizal,16960,16960,51055,9380,11396,9724,65954,64076,295,22295,28760,51055,56473308,3330,1106,2884,11386,18685,18243,2741,0,51055,9919,2429,1041,4575,0,944,227,0,19135,0,227,453,3917,227,361,503,627,668,823,2693,201,0,588,11289,4103,1252,6042,11396,6494,737,18645,419,2870,12046,10158,0,37,1751,0,416,11959,422,65954,29165,24413,53578,12375,65954,5320,4089,20639,25611,603,2232,4304,0,3155,0,65954,64,21,12,40,7093,45,19269,0,3155,12046,7018,0,0,1751,0,416,12862,422,64076,29561,21237,50798,13278,64076,4438,3846,19311,24988,603,1774,3701,0,5415,0,64076
327,Portal do Morumbi,6588,6588,19723,1141,6535,8048,31616,31760,151,8904,10819,19723,58140556,8825,2948,7223,2922,5757,2665,3482,4896,19723,15498,1275,440,6177,450,636,63,0,24539,0,3186,372,633,0,815,0,0,372,370,1172,931,0,3547,11396,4131,1005,1400,6535,736,48,5604,0,1675,9937,4461,142,218,782,67,0,7946,0,31616,8062,15607,23670,7946,31616,2101,834,14148,8370,2298,1267,807,0,1645,145,31616,50,27,16,0,828,48,5475,0,1706,10102,4413,114,223,782,0,0,8068,0,31760,8058,15634,23691,8068,31760,2149,1070,13646,10113,1232,1107,691,0,1680,71,31760
328,Jardim Jussara,8183,8183,22657,6690,15235,10664,51627,53169,232,10792,11865,22657,63869759,7805,2819,6143,325,6056,6258,5815,4203,22657,5651,373,318,2115,506,577,488,0,10029,0,523,107,961,0,0,150,0,248,121,151,655,0,3621,6535,12434,1700,1101,15235,2794,657,9051,1007,3712,16269,7461,855,0,1141,0,0,8481,197,51627,17221,25924,43145,8481,51627,1079,2175,21410,16263,1512,909,2279,272,5631,99,51627,68,22,12,0,2955,864,8344,1007,4105,16442,8499,658,219,1141,0,0,8737,197,53169,17275,27157,44432,8737,53169,1674,2938,21543,17102,1689,734,1847,272,4809,562,53169
329,Vila Sônia,11903,11903,34406,8788,21336,10781,89906,90098,348,18936,15470,34406,76470558,6424,2223,5000,2806,10686,10255,4204,6455,34406,6222,585,538,3276,639,718,784,107,12869,0,373,909,2214,288,246,0,772,198,416,1995,2048,411,5363,15235,17039,2009,2288,21336,4456,2429,15542,0,3011,26988,14110,105,1438,3269,773,991,16795,0,89906,25438,46682,72120,17786,89906,4909,6562,26104,24553,7677,2821,4692,50,12015,522,89906,58,25,14,21,4264,2553,15711,0,2941,27038,14129,173,1206,3269,891,991,16932,0,90098,25469,46706,72175,17923,90098,4668,7436,25643,25400,8312,2277,4426,50,11192,692,90098
330,Jardim Maria do Carmo,13529,13529,42282,4377,13889,9585,63434,63833,278,19211,23071,42282,55807653,4125,1320,3391,6817,19619,13175,1919,752,42282,8655,467,330,4764,890,798,911,0,16814,0,1615,1689,5493,801,110,429,873,1572,678,1417,792,0,5869,21336,7850,2804,3235,13889,3730,523,11097,0,4311,20822,7260,102,527,1123,0,0,13938,0,63434,19661,29835,49496,13938,63434,3029,7937,23831,14711,4720,2935,3701,0,2023,547,63434,58,23,14,0,3358,523,12283,0,4311,21247,7199,317,527,1123,0,0,12945,0,63833,20474,30413,50888,12945,63833,3712,8373,24695,12983,4769,3408,3357,0,2346,191,63833
331,Jardim Cambará,13529,13529,42177,7814,13167,8961,70202,70125,480,17197,24980,42177,61667315,4558,1462,3213,1519,27746,9131,1988,1793,42177,14229,384,995,4701,493,824,2297,145,24068,0,1367,751,4059,0,571,15,0,0,80,1322,1534,505,3685,13889,9495,893,2779,13167,3347,0,15530,96,8926,14126,7143,0,317,2195,503,617,17401,0,70202,27900,24284,52184,18018,70202,4198,5587,23037,23739,9366,2029,317,503,1399,27,70202,48,20,12,15,3347,132,15171,96,8926,14233,7689,0,317,2195,0,617,17401,0,70125,27672,24435,52107,18018,70125,4506,5180,23731,22726,8888,1915,795,503,1853,27,70125
332,Jardim João XXIII,13702,13883,43732,13015,13304,9738,81663,81806,468,21696,22036,43732,44323733,3193,1014,2589,15548,16896,10689,152,447,43732,9695,100,1336,5122,360,100,1540,0,18254,0,892,2416,1840,468,263,0,548,1227,537,535,263,0,4177,13167,9697,1729,1878,13304,2614,291,15601,0,5416,10789,6577,0,0,3431,546,617,35780,0,81663,23923,21343,45265,36398,81663,5385,3448,21272,33138,4935,2109,3341,0,7548,487,81663,64,28,11,15,3014,1049,13418,0,5416,10789,7183,0,0,3431,1109,617,35780,0,81806,22896,22512,45408,36398,81806,5634,3755,17832,34170,6864,916,4276,0,8015,344,81806
333,Raposo Tavares,6690,6690,19965,3844,8580,4697,34489,34495,271,9692,10273,19965,21228235,3173,1063,3044,2764,11550,5308,343,0,19965,8973,2525,0,2953,1140,1113,0,0,16704,0,1706,1960,1810,497,0,0,919,907,807,1790,599,0,2308,13304,6946,242,1392,8580,2176,2229,8661,544,1444,7149,1612,291,0,1722,0,0,8661,0,34489,15054,10774,25829,8661,34489,3424,3841,8337,13036,2239,822,486,97,1986,222,34489,67,30,9,0,1965,2185,8838,920,1444,7149,1612,0,0,1722,0,0,8661,0,34495,15352,10483,25835,8661,34495,3499,3731,8287,13099,2263,936,622,97,1962,0,34495
334,Rio Pequeno,12117,12117,36683,8249,15381,5576,68189,68377,246,19767,16916,36683,39698969,3276,1082,2500,4200,21275,9330,291,1587,36683,4375,403,472,2618,0,0,0,0,7868,0,557,2171,1168,298,89,0,157,164,120,726,1388,0,1742,8580,10461,1371,3549,15381,1485,86,11574,0,7908,19185,7132,204,449,2254,0,24,17888,0,68189,21054,29224,50278,17912,68189,3450,6679,25891,22888,2580,1211,973,0,4276,242,68189,46,24,16,50,1717,86,12375,0,7611,19320,6536,312,341,2254,0,24,17801,0,68377,21789,28764,50553,17824,68377,3450,6679,26951,23197,2605,898,842,0,3406,349,68377
335,Jardim Ester Yolanda,13398,13398,40378,7018,10114,9799,68772,68967,265,17314,23064,40378,62682374,4678,1552,3580,7686,14024,13714,2589,2364,40378,9426,213,334,5123,713,169,443,0,16422,0,1452,1538,1812,0,0,6,1586,1144,62,2288,190,1515,3786,15381,7146,1561,1407,10114,2130,568,13679,0,4713,14080,7478,0,418,960,379,507,23860,0,68772,21091,23314,44405,24367,68772,3239,3676,21742,26913,3436,3881,1938,0,3947,0,68772,50,23,13,29,2128,568,13730,0,4859,14498,7633,0,418,960,0,507,23665,0,68967,21285,23509,44794,24173,68967,3239,4441,21931,25559,2919,3869,2029,0,4979,0,68967
336,Jardim Adalgiza,14943,14943,45585,4163,10317,10310,60761,60524,467,22449,23136,45585,53820888,3602,1181,2733,907,35269,6297,2071,1040,45585,9148,1829,500,6414,556,59,495,0,19001,0,333,448,1126,0,369,0,1575,606,758,1781,627,0,2491,10114,7484,1798,1035,10317,1915,0,19541,0,9110,11077,2715,0,0,1058,0,191,14204,951,60761,30566,15801,46367,14395,60761,4788,8433,19390,22466,1743,374,1218,0,1885,464,60761,52,25,13,15,1915,0,19332,0,8984,10757,2482,0,0,1219,0,191,14693,951,60524,30232,15409,45640,14884,60524,4967,8267,19908,22254,1718,374,1218,0,1818,0,60524
337,Parque Continental,8657,8657,22537,6371,15255,7465,52312,52854,226,11110,11427,22537,45592587,5267,2023,3988,2017,8639,7903,1722,2256,22537,16332,526,147,4122,0,305,1538,0,22970,0,359,656,737,158,158,0,819,1680,275,327,865,0,4283,10317,12523,1637,1095,15255,1572,3866,10593,0,5682,11957,7855,263,0,714,0,191,9219,401,52312,21712,21190,42902,9410,52312,3227,2783,18462,15368,1119,1353,2605,0,6287,1108,52312,45,26,13,15,2024,3127,10719,0,5682,11573,8242,0,427,714,0,191,9756,401,52854,21551,21357,42908,9946,52854,3044,2747,18072,14891,1640,1353,3222,0,6542,1343,52854
338,Jaguaré,10529,10529,31544,6387,21707,5196,71443,71115,430,14515,17029,31544,38847835,3690,1232,2600,11718,9240,8034,1167,1385,31544,4176,646,956,4814,0,232,232,0,11055,0,829,294,2114,399,501,257,884,1712,416,1048,1225,0,5577,15255,20054,430,1222,21707,5466,2963,16421,0,1334,12207,5372,0,240,2494,0,3103,21664,179,71443,26184,20491,46676,24767,71443,9238,4314,27978,20475,1494,1883,2298,639,2570,555,71443,74,35,15,44,5357,3218,15181,0,1421,12819,5383,372,132,2494,0,3103,21457,179,71115,25178,21377,46556,24560,71115,9445,4096,26146,21757,903,1992,2480,639,3077,580,71115
339,Cidade Universitária,0,0,0,54277,26885,0,89704,89645,585,0,0,0,0,0,0,0,0,0,0,0,0,0,8994,760,740,5660,0,460,0,0,16614,0,536,4224,3806,2395,2578,0,0,1244,698,1464,783,0,3979,21707,26885,0,0,26885,17113,4255,22481,2023,521,27467,3913,416,1289,1434,0,2169,6620,0,89704,46395,34520,80914,8789,89704,823,1271,28607,44640,1198,2904,2566,0,5245,2450,89704,78,39,17,34,19504,3726,21881,351,521,27193,4303,237,1094,1588,0,2169,7078,0,89645,45984,34415,80398,9247,89645,788,1415,30170,47555,286,2784,1374,0,4405,868,89645
340,Butantã,2847,3066,7738,1836,13603,3096,39506,39510,207,3515,4223,7738,27423547,8945,3544,6000,339,1736,1908,1354,2401,7738,0,0,0,0,0,0,0,0,0,0,245,258,1091,0,291,0,0,660,1698,18023,846,1804,1969,26885,12381,854,367,13603,7080,143,8946,294,426,14062,2565,385,638,613,0,656,3360,337,39506,16890,18600,35489,4017,39506,3790,833,14925,7076,3933,1103,2241,15,4873,718,39506,73,30,10,16,6726,0,9401,315,394,14195,2442,453,602,613,0,656,3377,337,39510,16836,18641,35477,4033,39510,3822,799,14907,6443,3388,1131,2299,15,5761,946,39510
341,Jardim Caxingui,3866,3866,10541,3726,8790,3064,30016,29662,180,4838,5703,10541,26052672,6739,2472,6710,111,2710,4299,1923,1498,10541,1530,353,273,843,227,771,99,19,4114,0,1222,718,672,0,738,32,65,454,962,249,2384,0,6108,13603,8069,474,247,8790,2176,342,3784,0,1937,7614,3448,77,481,2819,0,251,7086,0,30016,8240,14439,22679,7337,30016,969,3461,10303,9442,1202,1199,963,0,1549,928,30016,50,28,12,19,1991,169,4988,0,2088,7203,2566,77,237,2819,0,251,7271,0,29662,9237,12903,22140,7522,29662,796,3412,9802,9747,1081,1176,1013,0,1487,1149,29662
